time_created,Blog,Bookmark,Comment,Discussion,Discussion Reply,File,Idea,mission_accepted,mission_applied,mission_offered,user
2009-12-23,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
2009-12-24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2009-12-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2009-12-30,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
2009-12-31,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0
2010-01-05,4.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
2010-01-06,1.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2010-01-07,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2010-01-08,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2010-01-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2010-01-12,1.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0
2010-01-13,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
2010-01-14,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0
